Date|Time|Description|row_id|key_entities_ticker|key_entities_company|key_entities_person|key_entities_sector|key_entities_country|key_entities_event|key_entities_economic|key_entities_policy|key_entities_central_bank|key_entities_commodity|key_entities_crypto|key_entities_index|key_entities_geopolitical|key_entities_source|key_entities_rating|key_entities_metric|new_summary|sentiment_score|reasoning|api_error
2026-01-29|09:25:36|TRUMP: HAD A VERY PRODUCTIVE TELEPHONE CONVERSATION WITH PRESIDENT CLAUDIA SHEINBAUM  OF MEXICO|43|||TRUMP,CLAUDIA SHEINBAUM||MEXICO|telephone conversation|||||||||||Former President Trump reported having a productive telephone conversation with Mexico's President Claudia Sheinbaum.|4.0|The tweet conveys a positive interaction between two leaders, suggesting potential cooperation or favorable outcomes, which reflects a bullish sentiment.|
2026-01-29|09:25:37|TRUMP: HAD A VERY PRODUCTIVE TELEPHONE CONVERSATION WITH PRESIDENT CLAUDIA SHEINBAUM  OF MEXICO  TRUMP: MUCH OF IT WAS FOCUSED ON BORDER  STOPPING DRUG TRAFFICKING  AND TRADE  TRUMP: WE WILL BE SPEAKING AGAIN  SOON  AND ULTIMATELY  SETTING UP MEETINGS IN OUR RESPECTIVE COUNTRIES|44|||TRUMP,CLAUDIA SHEINBAUM||MEXICO|telephone conversation,meetings||trade,drug trafficking|||||||||President Trump reported a productive conversation with Mexico's President Claudia Sheinbaum, focusing on trade and drug trafficking, with plans for future meetings.|4.0|The tweet conveys a positive tone regarding diplomatic relations and collaboration between the U.S. and Mexico, suggesting potential benefits for trade and security.|
2026-01-29|09:36:36|$TSLA - TESLA INC: WE WILL CONTINUE TO SUPPORT MODEL S & X PROGRAMS FOR AS LONG AS PEOPLE OWN VEHICLES|45|TSLA|TESLA INC|||||||||||||||Tesla Inc. reaffirmed its commitment to supporting Model S and X programs for current vehicle owners, indicating a focus on customer satisfaction and long-term support.|4.0|The statement reflects a positive customer-centric approach, which suggests a bullish outlook on Tesla's brand loyalty and vehicle sustainability.|
2026-01-29|09:37:36|**JPMORGAN SEES GOLD SURGING TOWARD $8 000**  Gold could keep rallying as private investors increase allocations from 3% to 4.6% of portfolios  JPMorgan’s Nikolaos Panigirtzoglou says  potentially pushing prices to $8 000–$8 500 an ounce. Gold recently hit $5 600 amid safe-haven demand  central bank buying  and a shift from long-term bonds. While momentum may spark short-term profit-taking  gold shows stronger liquidity and breadth than silver or bitcoin.|46||JPMorgan|Nikolaos Panigirtzoglou|metals,finance|||||central bank|gold,silver,bitcoin|bitcoin|||||allocations,prices|JPMorgan forecasts that gold could surge toward $8,000 as private investors increase their portfolio allocations, supported by safe-haven demand and central bank buying. Analyst Nikolaos Panigirtzoglou indicates that gold's momentum and liquidity surpass that of silver and bitcoin.|4.0|The outlook presented by JPMorgan is optimistic, suggesting significant price increases for gold. The improvement in investor allocations further strengthens the positive sentiment toward gold as an investment.|
2026-01-29|09:43:36|TRUMP ON VENEZUELA: HAVE MAJOR OIL COS GOING TO SCOUT OUT LOCATIONS|47||major oil companies|Trump|oil|Venezuela|scouting locations||||oil|||||||Trump announced that major oil companies are being sent to Venezuela to scout potential sites for exploration.|4.0|The news indicates proactive steps by the oil sector, suggesting a bullish outlook on oil exploration in Venezuela.|
2026-01-29|09:43:37|TRUMP: GETTING ALONG REALLY WELL WITH VENEZUELAN LEADERSHIP|48|||TRUMP||VENEZUELA||||||||||||Trump has expressed positive sentiments about his relationship with Venezuelan leadership, indicating a potential thaw in diplomatic relations.|4.0|The tweet reflects an optimistic outlook on diplomatic relations, suggesting progress that could be beneficial for markets, hence a bullish sentiment.|
2026-01-29|09:44:38|TRUMP ON VENEZUELA: INFORMED PRESIDENT THAT WE WILL BE OPENING AIR SPACE OVER VENEZUELA|49|||TRUMP||VENEZUELA|opening air space|||||||||||Trump announced that the United States will be opening air space over Venezuela, a significant geopolitical move.|3.0|The tweet presents a neutral update on geopolitical developments without indicating a clear bullish or bearish sentiment in the market.|
2026-01-29|09:44:39|TRUMP ON VENEZUELA: AMERICANS CAN GO VISIT VERY SHORTLY|50|||TRUMP||VENEZUELA,AMERICANS|VISIT|||||||||||Trump announced that Americans will soon be able to visit Venezuela. This development may indicate a shift in travel policy regarding the country.|4.0|The announcement suggests a positive change in relations and travel opportunities, which aligns with a bullish sentiment regarding engagement with Venezuela.|
2026-01-29|09:45:36|TRUMP ON SHUTDOWN: HOPEFULLY WON'T HAVE ONE|51|||TRUMP|||SHUTDOWN|||||||||||Trump expresses optimism that a government shutdown will be avoided.|4.0|The statement reflects a positive outlook, suggesting that Trump believes there will not be a shutdown. This indicates confidence in ongoing discussions to resolve potential issues.|
2026-01-29|09:46:37|TRUMP ON SHUTDOWN:  WILL WORK IN A BIPARTISAN WAY TO AVOID SHUTDOWN|52|||TRUMP|||SHUTDOWN|||||||||||Trump expresses intention to collaborate in a bipartisan manner to prevent a government shutdown.|4.0|The statement suggests a positive approach towards cooperation in governance, indicating a bullish sentiment for market stability.|
2026-01-29|09:47:38|TRUMP: S&P JUST HIT 7 000 YESTERDAY FOR THE FIRST TIME EVER|53|||TRUMP|||S&P 500 hitting 7000||||||S&P 500|||||Donald Trump announced that the S&P 500 index reached 7000 for the first time in history, marking a significant milestone in the stock market.|4.0|The milestone achievement of the S&P 500 reaching 7000 indicates bullish market sentiment, reflecting positive investor confidence.|
2026-01-29|09:47:39|TRUMP: THINK WE'LL HAVE AN AMAZING  INCREDIBLE YEAR|54|||TRUMP||||||||||||||Trump expresses optimism about the upcoming year, suggesting it will be amazing and incredible.|4.0|The tweet reflects a bullish sentiment as Trump anticipates a very positive year ahead. His use of strong, positive language contributes to a favorable outlook.|
2026-01-29|09:50:37|TRUMP: DEMOCRATS DON'T WANT A SHUTDOWN EITHER|55|||TRUMP|||shutdown|||||||DEMOCRATS||||Trump states that Democrats are also opposed to a government shutdown, indicating a potential bipartisan agreement against it.|3.0|The sentiment is neutral as the statement reflects a consensus approach rather than a clear bullish or bearish stance on economic implications.|
2026-01-29|09:56:36|TRUMP: FORD AND GM DOING BETTER THAN THEY'VE EVER DONE|56||Ford,GM|Trump|Automotive|||||||||||||Trump states that Ford and GM are performing at their highest levels ever.|4.0|The statement reflects a positive outlook on the performance of Ford and GM, indicating strong results in the automotive sector. This leads to a bullish sentiment regarding these companies.|
2026-01-29|09:56:37|TRUMP: US PRODUCING MORE STEEL THAN JAPAN NOW|57|||TRUMP|Steel|US,Japan||||||||||||Trump announced that the US is now producing more steel than Japan, highlighting a significant shift in the steel production landscape between these two countries.|4.0|The statement suggests a bullish outlook for the US steel sector, indicating strong production capabilities and competitiveness. This could imply positive economic growth and a strengthening manufacturing base in the US.|
2026-01-29|10:06:36|UBS REMAINS LONG AND INCREASE ITS GOLD PRICE TARGET TO $ 6 200/OZ FOR MARCH  JUNE  AND SEPTEMBER 2026 (FROM USD 5 000/OZ)  WITH A PROJECTED MODEST DECLINE TO $5 900/OZ BY END-2026  UBS  NOW PROJECTS AN UPSIDE SCENARIO TARGET OF $7 200/OZ FOR GOLD AND A DOWNSIDE SCENARIO OF $4 600/OZ (THIS IS CLOSE TO A ONE STANDARD DEVIATION MOVE)|58||UBS||Commodity||||||Gold||||||Price Target|UBS has raised its gold price target to $6,200 per ounce for March, June, and September 2026, up from $5,000, while predicting a modest decline to $5,900 by the end of 2026.|4.0|The increase in price targets indicates a bullish outlook on gold, suggesting confidence in its future performance despite a modest projected decline later.|
2026-01-29|10:06:37|TRUMP ADMITS LAST CABINET MEETING GOT 'PRETTY BORING' BUT INSISTS 'I CLOSED MY EYES BUT DIDN'T SLEEP'|59|||Trump|||cabinet meeting|||||||||||Trump reflects on his last cabinet meeting, describing it as 'pretty boring' but asserts he stayed awake despite closing his eyes.|2.5|The tweet conveys a neutral sentiment, showcasing Trump’s personal feelings about a meeting without any significant implications for the market or policy changes.|
2026-01-29|10:07:37|TRUMP ON MIDDLE EAST: LOOKS LIKE HAMAS IS GOING TO DISARM|60|||TRUMP||MIDDLE EAST|DISARM|||||||||||Donald Trump comments on the situation in the Middle East, suggesting that Hamas may be disarming soon.|4.0|The sentiment is bullish as the statement implies a potentially positive development in the region, suggesting peace or reduced conflict.|
2026-01-29|10:10:37|TRUMP ON WAR IN UKRAINE: ASKED PUTIN NOT TO FIRE GIVEN RECORD COLD|61|||TRUMP,PUTIN||UKRAINE,RUSSIA|WAR|||||||WAR IN UKRAINE||||Trump urged Putin to avoid military actions amid the harsh winter conditions in Ukraine.|3.0|The statement reflects a call for peace in a tense situation, resulting in a neutral sentiment. It acknowledges the ongoing geopolitical conflict without expressing strong positive or negative sentiment.|
2026-01-29|10:10:37|TRUMP: I ASKED PUTIN NOT TO FIRE ON CITIES AND TOWNS OF UKRAINE FOR A WEEK|62|||TRUMP,PUTIN||UKRAINE||||||||||||Trump has requested Putin to refrain from attacking Ukrainian cities and towns for a week, highlighting ongoing geopolitical tensions.|1.0|The tweet reflects a dire situation and urgent plea amidst conflict, signaling concern rather than optimism. Such statements typically suggest a bear market sentiment due to geopolitical instability.|
2026-01-29|10:10:38|TRUMP ON WAR IN UKRAINE: PUTIN AGREED NOT TO FIRE FOR A WEEK|63|||TRUMP,PUTIN||UKRAINE,RUSSIA|WAR,AGREEMENT NOT TO FIRE|||||||WAR IN UKRAINE||||Trump announced that Putin has agreed to a ceasefire for a week regarding the conflict in Ukraine, indicating a potential temporary de-escalation of tensions.|3.0|The announcement suggests a neutral stance with a potential for peace; however, the overall situation remains complex and uncertain.|
2026-01-29|10:13:39|BESSENT: 2026 IS GOING TO BE A SUPPLY-SIDE BOOM|64|||Bessent||||supply-side boom||||||||||Bessent predicts a significant supply-side boom in 2026, indicating potential economic growth.|4.0|The statement expresses optimism about economic conditions in 2026, reflecting a bullish outlook on future developments.|
2026-01-29|10:16:36|**SHUTDOWN ODDS JUMP TO 73% AS FUNDING DEADLINE LOOMS**  Markets price a 73% chance of a U.S. government shutdown by Jan. 31 as Congress debates DHS funding. Trump says  “We don’t want a shutdown ” but uncertainty keeps odds high. https://kalshi.com/markets/kxgovshut/government-shutdown/kxgovshut-26jan31?utm_source=walterbloomberg|65|||Trump|Government|United States|government shutdown||||||||||funding deadline,shutdown odds|The chances of a U.S. government shutdown have surged to 73% as Congress negotiates funding, with Trump expressing a desire to avoid the shutdown but uncertainty remains.|1.0|The high odds of a government shutdown imply potential negative implications for the markets, contributing to a bearish sentiment.|
2026-01-29|10:17:37|🚨 TRUMP ON ECONOMY: GOING TO ANNOUNCE HEAD OF FED NEXT WEEK|66|||TRUMP|||ANNOUNCE HEAD OF FED|ECONOMY||FED||||||||Trump is set to announce the new head of the Federal Reserve next week, a move that could significantly impact the economy.|3.5|The announcement about a new Federal Reserve head is generally considered impactful for the markets, suggesting a cautious optimism. However, without details on the candidate or policy direction, the sentiment remains somewhat neutral.|
2026-01-29|10:18:37|TRUMP ON ECONOMY: RATES SHOULD BE 2 OR 3 POINTS LOWER|67|||TRUMP|economy|||RATES|||||||||2 OR 3 POINTS LOWER|Trump advocates for a reduction in interest rates by 2 or 3 points, indicating a potential shift in economic policy direction.|4.0|The tweet suggests a bullish sentiment towards lower interest rates, which could stimulate economic activity. The advocacy for lower rates typically signals a positive outlook on enhancing growth.|
2026-01-29|10:20:38|🚨 US SENATE BLOCKS SPENDING PACKAGE IN IMMIGRATION FIGHT  BRINGING LARGE SWATHS OF GOVERNMENT CLOSER TO SHUTDOWN|68|||||US|Spending Package Blocked,Government Shutdown|||||||||||The US Senate has blocked a spending package amid an immigration dispute, increasing the risk of a government shutdown.|1.0|The blocked spending package signals uncertainty and potential instability in the government, which is typically viewed negatively by the market.|
2026-01-29|10:24:37|IRAN MUST 'BE PREPARED FOR STATE OF WAR': IRANIAN VICE PRESIDENT|69|||Iranian Vice President||Iran|state of war|||||||war||||The Iranian Vice President has announced that Iran must be prepared for a state of war, indicating escalating tensions within the region.|1.0|The statement reflects a heightened sense of urgency and potential conflict, which is typically seen as a bearish signal for the affected country's economic stability.|
2026-01-29|10:30:37|**5% YIELD ON 30-YEAR TREASURY COULD SPARK ‘SELL AMERICA’ WAVE**  Global investors are fleeing the dollar and U.S. debt  favoring gold and other hard assets. Bank of America says a 5% yield on the 30-year Treasury could accelerate this “Sell America” trend. Rising deficits  tariffs  and geopolitical risks push yields higher  while Trump’s policies and sticky inflation limit support. A sustained jump in long-term yields could destabilize U.S. markets and trigger a major capital flight.|70||Bank of America|Trump|U.S. debt,gold,hard assets|United States|Sell America trend|rising deficits,sticky inflation|Trump’s policies||gold|||geopolitical risks|||30-year Treasury yield,5% yield|Bank of America warns that a 5% yield on the 30-year Treasury could lead to a 'Sell America' wave as global investors shift towards gold and hard assets due to rising deficits and geopolitical risks. This trend may destabilize U.S. markets and accelerate capital flight.|1.0|The tweet presents a bearish outlook on U.S. markets, indicating potential capital flight and investor concerns. The mention of negative trends such as rising yields and geopolitical risks supports a bearish sentiment.|
